postal_code,county,ZHVI
68508,Lancaster County,172328.0
32204,Duval County,363197.0
32204,Duval County,363197.0
32204,Duval County,363197.0
32204,Duval County,363197.0
32204,Duval County,363197.0
32202,Duval County,200176.0
32202,Duval County,200176.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
28205,Mecklenburg County,441683.0
7660,Bergen County,481781.0
91942,San Diego County,776196.0
91942,San Diego County,776196.0
1740,Worcester County,799245.0
12814,Warren County,673040.0
29860,Edgefield County,310470.0
83835,Kootenai County,607036.0
83835,Kootenai County,607036.0
99354,Benton County,417577.0
99354,Benton County,417577.0
99354,Benton County,417577.0
87123,Bernalillo County,308375.0
27540,Wake County,550747.0
27540,Wake County,550747.0
27511,Wake County,464119.0
34110,Collier County,703492.0
34110,Collier County,703492.0
33040,Monroe County,1046942.0
33040,Monroe County,1046942.0
33040,Monroe County,1046942.0
2149,Middlesex County,563932.0
2149,Middlesex County,563932.0
2149,Middlesex County,563932.0
17111,Dauphin County,257573.0
18015,Northampton County,240901.0
18015,Northampton County,240901.0
18015,Northampton County,240901.0
18015,Northampton County,240901.0
84074,Tooele County,459959.0
59937,Flathead County,950256.0
59937,Flathead County,950256.0
28786,Haywood County,335378.0
28786,Haywood County,335378.0
46256,Marion County,334020.0
17701,Lycoming County,174260.0
17701,Lycoming County,174260.0
17701,Lycoming County,174260.0
17701,Lycoming County,174260.0
17701,Lycoming County,174260.0
55411,Hennepin County,235522.0
55411,Hennepin County,235522.0
55746,Saint Louis County,142560.0
28694,Ashe County,294335.0
6109,Hartford County,334967.0
6109,Hartford County,334967.0
50036,Boone County,178421.0
4537,Lincoln County,473060.0
92832,Orange County,811575.0
92831,Orange County,913799.0
13601,Jefferson County,176878.0
13601,Jefferson County,176878.0
13601,Jefferson County,176878.0
80503,Boulder County,780018.0
80503,Boulder County,780018.0
49918,Keweenaw County,286373.0
3079,Rockingham County,526516.0
3079,Rockingham County,526516.0
60954,Kankakee County,155597.0
85701,Pima County,410786.0
85701,Pima County,410786.0
85701,Pima County,410786.0
97009,Clackamas County,744256.0
87113,Bernalillo County,396954.0
87004,Sandoval County,330821.0
87004,Sandoval County,330821.0
44118,Cuyahoga County,220272.0
44118,Cuyahoga County,220272.0
2210,Suffolk County,1481886.0
2210,Suffolk County,1481886.0
2130,Suffolk County,730562.0
2130,Suffolk County,730562.0
45214,Hamilton County,116696.0
45214,Hamilton County,116696.0
68434,Seward County,281792.0
28782,Polk County,362445.0
44107,Cuyahoga County,275438.0
44107,Cuyahoga County,275438.0
44107,Cuyahoga County,275438.0
81122,La Plata County,518393.0
14456,Ontario County,181151.0
14456,Ontario County,181151.0
14456,Ontario County,181151.0
14456,Ontario County,181151.0
14456,Ontario County,181151.0
14456,Ontario County,181151.0
89005,Clark County,463437.0
33138,Miami-Dade County,808987.0
32707,Seminole County,360527.0
43402,Wood County,253577.0
22657,Shenandoah County,306274.0
19382,Chester County,581701.0
19382,Chester County,581701.0
87114,Bernalillo County,351987.0
87114,Bernalillo County,351987.0
87114,Bernalillo County,351987.0
7720,Monmouth County,953516.0
12561,Ulster County,447109.0
12561,Ulster County,447109.0
12561,Ulster County,447109.0
12561,Ulster County,447109.0
12561,Ulster County,447109.0
12561,Ulster County,447109.0
19348,Chester County,539538.0
19348,Chester County,539538.0
19348,Chester County,539538.0
75226,Dallas County,321730.0
75226,Dallas County,321730.0
75226,Dallas County,321730.0
84092,Salt Lake County,854790.0
45410,Montgomery County,128595.0
78247,Bexar County,303330.0
30517,Gwinnett County,444067.0
77018,Harris County,523385.0
77018,Harris County,523385.0
77018,Harris County,523385.0
80903,El Paso County,425988.0
80903,El Paso County,425988.0
80903,El Paso County,425988.0
80903,El Paso County,425988.0
80903,El Paso County,425988.0
80903,El Paso County,425988.0
55426,Hennepin County,359558.0
49507,Kent County,207421.0
49507,Kent County,207421.0
6704,New Haven County,206338.0
70769,Ascension Parish,311979.0
56258,Lyon County,236390.0
45177,Clinton County,220398.0
11237,Kings County,923682.0
11237,Kings County,923682.0
11237,Kings County,923682.0
11237,Kings County,923682.0
93534,Los Angeles County,397291.0
93534,Los Angeles County,397291.0
49002,Kalamazoo County,247726.0
49002,Kalamazoo County,247726.0
20877,Montgomery County,443409.0
20877,Montgomery County,443409.0
41011,Kenton County,243502.0
41073,Campbell County,224716.0
41073,Campbell County,224716.0
2472,Middlesex County,743071.0
77833,Washington County,330625.0
18702,Luzerne County,124069.0
44121,Cuyahoga County,159682.0
98383,Kitsap County,587157.0
98383,Kitsap County,587157.0
97222,Clackamas County,497029.0
97211,Multnomah County,600535.0
97211,Multnomah County,600535.0
97211,Multnomah County,600535.0
97211,Multnomah County,600535.0
97211,Multnomah County,600535.0
97211,Multnomah County,600535.0
97210,Multnomah County,873436.0
97210,Multnomah County,873436.0
97210,Multnomah County,873436.0
97210,Multnomah County,873436.0
80424,Summit County,1228799.0
80424,Summit County,1228799.0
80120,Arapahoe County,651509.0
80120,Arapahoe County,651509.0
33149,Miami-Dade County,1667551.0
50677,Bremer County,239960.0
28712,Transylvania County,396063.0
28712,Transylvania County,396063.0
28712,Transylvania County,396063.0
16143,Lawrence County,210100.0
32570,Santa Rosa County,274357.0
33603,Hillsborough County,421995.0
33603,Hillsborough County,421995.0
55337,Dakota County,362678.0
15104,Allegheny County,59370.0
21202,Baltimore City,242746.0
21202,Baltimore City,242746.0
33815,Polk County,205136.0
33815,Polk County,205136.0
33815,Polk County,205136.0
26003,Ohio County,142579.0
26003,Ohio County,142579.0
44149,Cuyahoga County,317021.0
66204,Johnson County,274576.0
34233,Sarasota County,456890.0
34233,Sarasota County,456890.0
1062,Hampshire County,421541.0
1062,Hampshire County,421541.0
1062,Hampshire County,421541.0
92220,Riverside County,399597.0
92408,San Bernardino County,443640.0
22191,Prince William County,437941.0
49412,Newaygo County,236586.0
80239,Denver County,481513.0
98258,Snohomish County,682631.0
98258,Snohomish County,682631.0
93291,Tulare County,409157.0
92399,San Bernardino County,550823.0
43110,Franklin County,297315.0
43110,Franklin County,297315.0
43201,Franklin County,373761.0
43201,Franklin County,373761.0
43201,Franklin County,373761.0
28217,Mecklenburg County,313548.0
28217,Mecklenburg County,313548.0
28217,Mecklenburg County,313548.0
28217,Mecklenburg County,313548.0
28217,Mecklenburg County,313548.0
28217,Mecklenburg County,313548.0
33716,Pinellas County,218980.0
97463,Lane County,296323.0
43138,Hocking County,192767.0
49424,Ottawa County,344464.0
49424,Ottawa County,344464.0
49424,Ottawa County,344464.0
49424,Ottawa County,344464.0
69301,Box Butte County,141664.0
29607,Greenville County,360243.0
29607,Greenville County,360243.0
29607,Greenville County,360243.0
29607,Greenville County,360243.0
28560,Craven County,234995.0
19145,Philadelphia County,285924.0
19145,Philadelphia County,285924.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
96150,El Dorado County,707664.0
91505,Los Angeles County,1093184.0
12538,Dutchess County,350773.0
12538,Dutchess County,350773.0
48116,Livingston County,380126.0
27601,Wake County,510512.0
27601,Wake County,510512.0
53565,Iowa County,247758.0
91321,Los Angeles County,685948.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
49684,Grand Traverse County,460655.0
6057,Litchfield County,391874.0
13326,Otsego County,386176.0
13326,Otsego County,386176.0
54481,Portage County,217966.0
54481,Portage County,217966.0
54481,Portage County,217966.0
80033,Jefferson County,655439.0
80033,Jefferson County,655439.0
49685,Grand Traverse County,418936.0
95023,San Benito County,820129.0
95023,San Benito County,820129.0
49506,Kent County,370470.0
49506,Kent County,370470.0
49506,Kent County,370470.0
53066,Waukesha County,450505.0
53066,Waukesha County,450505.0
53066,Waukesha County,450505.0
98034,King County,1069860.0
98034,King County,1069860.0
91745,Los Angeles County,870701.0
93013,Santa Barbara County,1452746.0
93013,Santa Barbara County,1452746.0
93013,Santa Barbara County,1452746.0
93013,Santa Barbara County,1452746.0
54650,La Crosse County,326547.0
54650,La Crosse County,326547.0
54650,La Crosse County,326547.0
33823,Polk County,312007.0
33823,Polk County,312007.0
6604,Fairfield County,263575.0
11520,Nassau County,568024.0
54729,Chippewa County,304848.0
54729,Chippewa County,304848.0
5464,Lamoille County,350790.0
95122,Santa Clara County,939967.0
95122,Santa Clara County,939967.0
16146,Mercer County,62567.0
98261,San Juan County,897622.0
98261,San Juan County,897622.0
91201,Los Angeles County,1224715.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
80211,Denver County,795780.0
37048,Sumner County,454346.0
1376,Franklin County,280814.0
23434,Suffolk City,314044.0
79605,Taylor County,161477.0
72601,Boone County,184360.0
72450,Greene County,166877.0
79842,Brewster County,169082.0
48837,Eaton County,277965.0
48837,Eaton County,277965.0
73111,Oklahoma County,120750.0
73104,Oklahoma County,319381.0
73104,Oklahoma County,319381.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
97501,Jackson County,367983.0
68102,Douglas County,298759.0
68102,Douglas County,298759.0
14092,Niagara County,296939.0
11385,Queens County,793924.0
11385,Queens County,793924.0
11385,Queens County,793924.0
70116,Orleans Parish,341593.0
77505,Harris County,310064.0
1247,Berkshire County,222580.0
28301,Cumberland County,125732.0
28301,Cumberland County,125732.0
28301,Cumberland County,125732.0
27302,Alamance County,347300.0
34655,Pasco County,428905.0
34655,Pasco County,428905.0
34655,Pasco County,428905.0
44094,Lake County,255860.0
44094,Lake County,255860.0
14559,Monroe County,247803.0
14559,Monroe County,247803.0
45224,Hamilton County,194426.0
8360,Cumberland County,234336.0
51105,Woodbury County,92359.0
80905,El Paso County,410662.0
80905,El Paso County,410662.0
80905,El Paso County,410662.0
24201,Bristol City,140097.0
24201,Bristol City,140097.0
95973,Butte County,517097.0
7643,Bergen County,459007.0
80631,Weld County,386183.0
80631,Weld County,386183.0
80631,Weld County,386183.0
80631,Weld County,386183.0
80631,Weld County,386183.0
15074,Beaver County,142922.0
46323,Lake County,171680.0
6078,Hartford County,405995.0
6073,Hartford County,526587.0
65201,Boone County,263451.0
65201,Boone County,263451.0
65201,Boone County,263451.0
65201,Boone County,263451.0
5038,Orange County,243549.0
58072,Barnes County,198445.0
74012,Tulsa County,246917.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
53202,Milwaukee County,318911.0
10707,Westchester County,787698.0
32805,Orange County,256120.0
19611,Berks County,185531.0
19611,Berks County,185531.0
19611,Berks County,185531.0
33467,Palm Beach County,527077.0
21230,Baltimore City,270522.0
21230,Baltimore City,270522.0
21230,Baltimore City,270522.0
19007,Bucks County,290123.0
83638,Valley County,709281.0
83638,Valley County,709281.0
83638,Valley County,709281.0
80634,Weld County,479554.0
80634,Weld County,479554.0
48467,Huron County,207301.0
6801,Fairfield County,473027.0
87107,Bernalillo County,317308.0
87107,Bernalillo County,317308.0
87107,Bernalillo County,317308.0
87107,Bernalillo County,317308.0
87107,Bernalillo County,317308.0
87107,Bernalillo County,317308.0
71351,Avoyelles Parish,144692.0
47906,Tippecanoe County,330991.0
98937,Yakima County,354425.0
63901,Butler County,153310.0
20833,Montgomery County,730747.0
11249,Kings County,1477370.0
48316,Macomb County,371914.0
28405,New Hanover County,345468.0
28405,New Hanover County,345468.0
98686,Clark County,585709.0
98686,Clark County,585709.0
98665,Clark County,499518.0
98665,Clark County,499518.0
98665,Clark County,499518.0
31901,Muscogee County,151679.0
22802,Harrisonburg City,265252.0
22802,Harrisonburg City,265252.0
8088,Burlington County,384220.0
76704,McLennan County,114455.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
28803,Buncombe County,446917.0
90731,Los Angeles County,820192.0
90731,Los Angeles County,820192.0
90731,Los Angeles County,820192.0
48094,Macomb County,444034.0
27262,Guilford County,186894.0
27262,Guilford County,186894.0
12180,Rensselaer County,265718.0
12180,Rensselaer County,265718.0
80303,Boulder County,888113.0
43560,Lucas County,287054.0
43560,Lucas County,287054.0
43560,Lucas County,287054.0
94510,Solano County,856223.0
27502,Wake County,562573.0
27502,Wake County,562573.0
92870,Orange County,977747.0
92870,Orange County,977747.0
92870,Orange County,977747.0
81003,Pueblo County,231558.0
81003,Pueblo County,231558.0
81003,Pueblo County,231558.0
6511,New Haven County,295339.0
6511,New Haven County,295339.0
68713,Holt County,176951.0
2920,Providence County,388198.0
2920,Providence County,388198.0
78155,Guadalupe County,323356.0
78155,Guadalupe County,323356.0
71933,Garland County,223344.0
17552,Lancaster County,315435.0
17552,Lancaster County,315435.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
60647,Cook County,516777.0
30513,Fannin County,423488.0
30513,Fannin County,423488.0
30513,Fannin County,423488.0
7825,Warren County,436966.0
8210,Cape May County,380637.0
8210,Cape May County,380637.0
43008,Licking County,235306.0
60534,Cook County,259261.0
43055,Licking County,214327.0
43055,Licking County,214327.0
43055,Licking County,214327.0
18947,Bucks County,626587.0
77007,Harris County,496300.0
77007,Harris County,496300.0
77007,Harris County,496300.0
94541,Alameda County,838689.0
98948,Yakima County,263643.0
72205,Pulaski County,215589.0
14204,Erie County,172620.0
14204,Erie County,172620.0
14204,Erie County,172620.0
58554,Morton County,303781.0
58554,Morton County,303781.0
60047,Lake County,532504.0
60047,Lake County,532504.0
24091,Floyd County,237587.0
57033,Minnehaha County,405670.0
48381,Oakland County,410853.0
48381,Oakland County,410853.0
32953,Brevard County,458061.0
32953,Brevard County,458061.0
10509,Putnam County,470416.0
24060,Montgomery County,390632.0
24060,Montgomery County,390632.0
24060,Montgomery County,390632.0
80246,Denver County,671621.0
21617,Queen Annes County,472344.0
27701,Durham County,421426.0
27701,Durham County,421426.0
27701,Durham County,421426.0
27701,Durham County,421426.0
27701,Durham County,421426.0
27701,Durham County,421426.0
78642,Williamson County,596382.0
78642,Williamson County,596382.0
54403,Marathon County,191729.0
54403,Marathon County,191729.0
23669,Hampton City,262581.0
23669,Hampton City,262581.0
46394,Lake County,191024.0
33596,Hillsborough County,494362.0
53566,Green County,211557.0
53566,Green County,211557.0
13460,Chenango County,162974.0
97055,Clackamas County,511527.0
17362,York County,284687.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
98108,King County,754466.0
92011,San Diego County,1556811.0
92011,San Diego County,1556811.0
16063,Butler County,327264.0
16063,Butler County,327264.0
13204,Onondaga County,104705.0
13204,Onondaga County,104705.0
13204,Onondaga County,104705.0
2339,Plymouth County,718298.0
21811,Worcester County,405243.0
5495,Chittenden County,548208.0
5495,Chittenden County,548208.0
46360,La Porte County,196812.0
46360,La Porte County,196812.0
46360,La Porte County,196812.0
90717,Los Angeles County,864102.0
92020,San Diego County,786256.0
60091,Cook County,882749.0
80219,Denver County,494319.0
80219,Denver County,494319.0
80219,Denver County,494319.0
60614,Cook County,634333.0
60614,Cook County,634333.0
60614,Cook County,634333.0
30144,Cobb County,384205.0
30144,Cobb County,384205.0
30144,Cobb County,384205.0
30144,Cobb County,384205.0
3894,Carroll County,578343.0
3894,Carroll County,578343.0
49706,Emmet County,222828.0
99362,Walla Walla County,419020.0
99362,Walla Walla County,419020.0
99362,Walla Walla County,419020.0
99362,Walla Walla County,419020.0
99362,Walla Walla County,419020.0
99362,Walla Walla County,419020.0
33901,Lee County,318512.0
33901,Lee County,318512.0
59230,Valley County,249678.0
58801,Williams County,345890.0
78229,Bexar County,206475.0
80487,Routt County,1092995.0
80487,Routt County,1092995.0
80487,Routt County,1092995.0
16001,Butler County,214588.0
16001,Butler County,214588.0
16001,Butler County,214588.0
59701,Silver Bow County,266902.0
59701,Silver Bow County,266902.0
59701,Silver Bow County,266902.0
13342,Otsego County,182437.0
85741,Pima County,324530.0
85741,Pima County,324530.0
2910,Providence County,344287.0
2790,Bristol County,568316.0
20736,Calvert County,590481.0
20736,Calvert County,590481.0
60115,DeKalb County,212209.0
28027,Cabarrus County,417471.0
28027,Cabarrus County,417471.0
28027,Cabarrus County,417471.0
59923,Lincoln County,310458.0
22180,Fairfax County,982613.0
78101,Bexar County,508492.0
70506,Lafayette Parish,199029.0
97520,Jackson County,579373.0
97520,Jackson County,579373.0
38583,White County,212294.0
38583,White County,212294.0
94598,Contra Costa County,1233290.0
20678,Calvert County,449262.0
20678,Calvert County,449262.0
20774,Prince Georges County,453008.0
2139,Middlesex County,932514.0
2139,Middlesex County,932514.0
6035,Hartford County,352082.0
95113,Santa Clara County,811053.0
95113,Santa Clara County,811053.0
98070,King County,911261.0
98070,King County,911261.0
98070,King County,911261.0
95008,Santa Clara County,1756375.0
95008,Santa Clara County,1756375.0
91214,Los Angeles County,1179295.0
71457,Natchitoches Parish,219019.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
46202,Marion County,348050.0
80403,Jefferson County,899939.0
80403,Jefferson County,899939.0
80403,Jefferson County,899939.0
80403,Jefferson County,899939.0
80403,Jefferson County,899939.0
80403,Jefferson County,899939.0
23220,Richmond City,378782.0
23220,Richmond City,378782.0
23220,Richmond City,378782.0
23220,Richmond City,378782.0
23220,Richmond City,378782.0
3224,Merrimack County,418552.0
48187,Wayne County,364544.0
94556,Contra Costa County,1760124.0
59102,Yellowstone County,355908.0
94582,Contra Costa County,1966294.0
1930,Essex County,654807.0
1930,Essex County,654807.0
23310,Northampton County,280981.0
8204,Cape May County,601296.0
8204,Cape May County,601296.0
13618,Jefferson County,220219.0
53562,Dane County,570681.0
81621,Pitkin County,1266961.0
23666,Hampton City,269107.0
23666,Hampton City,269107.0
93117,Santa Barbara County,1338663.0
93117,Santa Barbara County,1338663.0
93117,Santa Barbara County,1338663.0
93117,Santa Barbara County,1338663.0
10523,Westchester County,608959.0
98642,Clark County,654113.0
98642,Clark County,654113.0
78644,Caldwell County,294530.0
47834,Clay County,163682.0
81623,Garfield County,1078675.0
81623,Garfield County,1078675.0
81623,Garfield County,1078675.0
98233,Skagit County,512219.0
98233,Skagit County,512219.0
98233,Skagit County,512219.0
98233,Skagit County,512219.0
14830,Steuben County,168449.0
14830,Steuben County,168449.0
14830,Steuben County,168449.0
14830,Steuben County,168449.0
45409,Montgomery County,222003.0
61104,Winnebago County,69878.0
29625,Anderson County,244842.0
27516,Orange County,585499.0
27516,Orange County,585499.0
27312,Chatham County,556091.0
27312,Chatham County,556091.0
51401,Carroll County,203383.0
47711,Vanderburgh County,166457.0
47711,Vanderburgh County,166457.0
7716,Monmouth County,646530.0
60013,McHenry County,318905.0
93030,Ventura County,736113.0
93030,Ventura County,736113.0
87048,Sandoval County,675048.0
87048,Sandoval County,675048.0
97008,Washington County,605128.0
97008,Washington County,605128.0
97225,Washington County,811134.0
97756,Deschutes County,513085.0
97756,Deschutes County,513085.0
97756,Deschutes County,513085.0
97756,Deschutes County,513085.0
97756,Deschutes County,513085.0
97756,Deschutes County,513085.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
98501,Thurston County,544757.0
81601,Garfield County,771200.0
81601,Garfield County,771200.0
81601,Garfield County,771200.0
48838,Montcalm County,239581.0
34744,Osceola County,398498.0
55616,Lake County,263673.0
2062,Norfolk County,642558.0
7030,Hudson County,765296.0
80104,Douglas County,634912.0
80104,Douglas County,634912.0
90704,Los Angeles County,831302.0
28204,Mecklenburg County,555993.0
28655,Burke County,232356.0
28655,Burke County,232356.0
43452,Ottawa County,249154.0
43452,Ottawa County,249154.0
63108,Saint Louis City,364367.0
63108,Saint Louis City,364367.0
12758,Sullivan County,296577.0
12758,Sullivan County,296577.0
12496,Greene County,443671.0
28052,Gaston County,215667.0
27103,Forsyth County,268988.0
27103,Forsyth County,268988.0
93430,San Luis Obispo County,1481818.0
80111,Arapahoe County,959311.0
80111,Arapahoe County,959311.0
80111,Arapahoe County,959311.0
80129,Douglas County,706192.0
80129,Douglas County,706192.0
80129,Douglas County,706192.0
80234,Adams County,581241.0
80234,Adams County,581241.0
14472,Monroe County,365122.0
92653,Orange County,1136292.0
75143,Henderson County,292318.0
46151,Morgan County,260091.0
46151,Morgan County,260091.0
96080,Tehama County,317809.0
2066,Plymouth County,853121.0
2066,Plymouth County,853121.0
20181,Prince William County,695311.0
49319,Kent County,294571.0
49345,Kent County,290361.0
16055,Butler County,358920.0
94103,San Francisco County,929478.0
94103,San Francisco County,929478.0
94103,San Francisco County,929478.0
94103,San Francisco County,929478.0
48030,Oakland County,156594.0
23005,Hanover County,382390.0
17301,Adams County,276391.0
6492,New Haven County,347221.0
6492,New Haven County,347221.0
6492,New Haven County,347221.0
32713,Volusia County,391661.0
67211,Sedgwick County,107079.0
67211,Sedgwick County,107079.0
46218,Marion County,120896.0
54406,Portage County,269687.0
53925,Columbia County,290961.0
80206,Denver County,966428.0
80206,Denver County,966428.0
33181,Miami-Dade County,357450.0
91105,Los Angeles County,1521357.0
33137,Miami-Dade County,646800.0
70471,Saint Tammany Parish,401941.0
44022,Cuyahoga County,506410.0
80223,Denver County,525793.0
80223,Denver County,525793.0
80223,Denver County,525793.0
80223,Denver County,525793.0
80223,Denver County,525793.0
80223,Denver County,525793.0
80223,Denver County,525793.0
98033,King County,1649116.0
98033,King County,1649116.0
98033,King County,1649116.0
22902,Albemarle County,427046.0
22902,Albemarle County,427046.0
22902,Albemarle County,427046.0
22902,Albemarle County,427046.0
39501,Harrison County,119554.0
35802,Madison County,353713.0
95209,San Joaquin County,504222.0
98310,Kitsap County,460813.0
98310,Kitsap County,460813.0
98310,Kitsap County,460813.0
64801,Jasper County,173609.0
24067,Franklin County,257226.0
55019,Rice County,368284.0
92866,Orange County,952228.0
46703,Steuben County,265377.0
46992,Wabash County,150886.0
70422,Tangipahoa Parish,153050.0
29407,Charleston County,483923.0
29407,Charleston County,483923.0
29407,Charleston County,483923.0
18444,Lackawanna County,275861.0
63670,Sainte Genevieve County,167729.0
63670,Sainte Genevieve County,167729.0
32940,Brevard County,496729.0
65616,Taney County,273789.0
1507,Worcester County,431539.0
1507,Worcester County,431539.0
6810,Fairfield County,390714.0
12037,Columbia County,416538.0
97351,Polk County,416967.0
31833,Troup County,160039.0
36867,Russell County,156714.0
37408,Hamilton County,438366.0
37408,Hamilton County,438366.0
37408,Hamilton County,438366.0
36201,Calhoun County,44384.0
49721,Cheboygan County,187145.0
28461,Brunswick County,476974.0
97132,Yamhill County,547943.0
97132,Yamhill County,547943.0
97132,Yamhill County,547943.0
10457,Bronx County,556549.0
80010,Arapahoe County,432945.0
80010,Arapahoe County,432945.0
30720,Whitfield County,250117.0
21114,Anne Arundel County,457467.0
10605,Westchester County,869179.0
26501,Monongalia County,203246.0
26501,Monongalia County,203246.0
97415,Curry County,506449.0
97415,Curry County,506449.0
89117,Clark County,477932.0
99328,Columbia County,283855.0
87501,Santa Fe County,720639.0
87501,Santa Fe County,720639.0
46203,Marion County,171889.0
46203,Marion County,171889.0
76104,Tarrant County,210902.0
76104,Tarrant County,210902.0
76104,Tarrant County,210902.0
76104,Tarrant County,210902.0
76104,Tarrant County,210902.0
91709,San Bernardino County,936471.0
91761,San Bernardino County,669954.0
91761,San Bernardino County,669954.0
74554,Pittsburg County,79067.0
80202,Denver County,666516.0
80202,Denver County,666516.0
80202,Denver County,666516.0
80202,Denver County,666516.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
45202,Hamilton County,375395.0
22030,Fairfax County,717772.0
92065,San Diego County,752951.0
92065,San Diego County,752951.0
92065,San Diego County,752951.0
92065,San Diego County,752951.0
91910,San Diego County,756662.0
91910,San Diego County,756662.0
15201,Allegheny County,277841.0
15201,Allegheny County,277841.0
15201,Allegheny County,277841.0
15201,Allegheny County,277841.0
15201,Allegheny County,277841.0
15201,Allegheny County,277841.0
60143,DuPage County,365074.0
60143,DuPage County,365074.0
60143,DuPage County,365074.0
29306,Spartanburg County,178118.0
29306,Spartanburg County,178118.0
33607,Hillsborough County,387564.0
33607,Hillsborough County,387564.0
11201,Kings County,1347208.0
11201,Kings County,1347208.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
92111,San Diego County,892265.0
2554,Nantucket County,2375243.0
92705,Orange County,1373041.0
92705,Orange County,1373041.0
92705,Orange County,1373041.0
77093,Harris County,184256.0
54601,La Crosse County,235375.0
54601,La Crosse County,235375.0
54601,La Crosse County,235375.0
54601,La Crosse County,235375.0
53233,Milwaukee County,133447.0
53233,Milwaukee County,133447.0
53233,Milwaukee County,133447.0
53530,Lafayette County,168748.0
20017,District of Columbia,659069.0
20017,District of Columbia,659069.0
6103,Hartford County,132339.0
33458,Palm Beach County,644527.0
47403,Monroe County,263025.0
48390,Oakland County,291459.0
10566,Westchester County,448490.0
10566,Westchester County,448490.0
95742,Sacramento County,657784.0
95742,Sacramento County,657784.0
95742,Sacramento County,657784.0
49601,Wexford County,186358.0
95110,Santa Clara County,926135.0
91711,Los Angeles County,907034.0
16214,Clarion County,155099.0
16214,Clarion County,155099.0
91773,Los Angeles County,848128.0
91773,Los Angeles County,848128.0
44060,Lake County,250178.0
44060,Lake County,250178.0
10940,Orange County,346519.0
10940,Orange County,346519.0
34711,Lake County,440834.0
34711,Lake County,440834.0
44115,Cuyahoga County,159446.0
44115,Cuyahoga County,159446.0
44115,Cuyahoga County,159446.0
97526,Josephine County,385868.0
97526,Josephine County,385868.0
97526,Josephine County,385868.0
7204,Union County,458047.0
95682,El Dorado County,685286.0
37828,Anderson County,335360.0
27587,Wake County,526857.0
27587,Wake County,526857.0
52401,Linn County,136201.0
52401,Linn County,136201.0
52401,Linn County,136201.0
55401,Hennepin County,336987.0
55401,Hennepin County,336987.0
55401,Hennepin County,336987.0
55401,Hennepin County,336987.0
55401,Hennepin County,336987.0
27609,Wake County,544862.0
44483,Trumbull County,117351.0
34242,Sarasota County,1045392.0
92276,Riverside County,374439.0
15931,Cambria County,205218.0
80123,Denver County,630836.0
80123,Denver County,630836.0
15021,Washington County,190206.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
29405,Charleston County,273604.0
